index	speaker	sentiment	movingave(bin 20)	text	movingave
876	Amanda	Positive	-0.02439	Enough to give you a night-school course in accounting at Washington U !	0.053126348
877	Amanda	Very Positive	-0.04878	"Just think what a wonderful thing that would be for you, Son !"	0.028736348
878		Neutral	-0.025	[TOM is unmoved by the thought.]	0.052516348
879	Tom	Negative	-0.05	TOM: I'd rather smoke.	0.027516348
880		Negative	-0.05	[He steps out on the landing letting the screen door slam.]	0.027516348
881	Amanda	Neutral	-0.075	AMANDA [sharply]: I know !	0.002516348
882	Amanda	Negative	-0.1	That's the tragedy of it.	-0.022483652
883		Neutral	-0.125	"[Alone, she turns to look at her husband's picture.]"	-0.047483652
884		Negative	-0.125	[DANCE MUSIC: 'ALL THE WORLD IS WAITING FOR THE SUNRISE !']	-0.047483652
885	Tom	Positive	-0.125	TOM [to the audience]: Across the alley from us was the Paradise Dance Hall.	-0.047483652
886	Tom	Neutral	-0.075	On evenings in spring the windows and doors were open and the music came outdoors.	0.002516348
887	Tom	Neutral	-0.075	Sometimes the lights were turned out except for a large glass sphere that hung from the ceiling.	0.002516348
888	Tom	Neutral	-0.1	It would turn slowly about and filter the dusk with delicate rainbow colours.	-0.022483652
889	Tom	Neutral	-0.075	"Then the orchestra played a waltz or a tango, something that had a slow and sensuous rhythm."	0.002516348
890	Tom	Neutral	-0.075	"Couples would come outside, to the relative privacy of the alley."	0.002516348
891	Tom	Negative	-0.05	You could see them kissing behind ash-pits and telegraph poles.	0.027516348
892	Tom	Negative	-0.025	"This was the compensation for lives that passed like mine, without any change or adventure."	0.052516348
893	Tom	Neutral	-0.05	Adventure and change were imminent in this year.	0.027516348
894	Tom	Neutral	-0.075	They were waiting around the corner for all these kids.	0.002516348
895	Tom	Neutral	-0.05	"Suspended in the mist over Berchtesgaden, caught in the folds of Chamberlain's umbrella."	0.027516348
896	Tom	Neutral	-0.075	In Spain there was Guernica!	0.002516348
897	Tom	Negative	-0.125	"But here there was only hot swing music and liquor, dance halls, ban, and movies, and sex that hung in the gloom like a chandelier and flooded the world with brief, deceptive rainbows."	-0.047483652
898		None	-0.175	...	-0.097483652
899	Tom	Neutral	-0.175	All the world was waiting for bombardments !	-0.097483652
900		Neutral	-0.125	[AMANDA turns front de picture and comes outside.]	-0.047483652
901	Amanda	Negative	-0.075	AMANDA [sighing]: A fire-escape landing's a poor excuse for a porch.	0.002516348
902		Negative	-0.1	[She spreads a newspaper on a step and sits down grace and demurely as if she were settling into a swing on a Mississippi veranda.]	-0.022483652
903	Amanda	Neutral	-0.05	What are you looking at?	0.027516348
904	Tom	Neutral	-0.05	TOM: The moon.	0.027516348
905	Amanda	Neutral	-0.05	AMANDA: Is there a moon this evening?	0.027516348
906	Tom	Positive	-0.076923	TOM: It's rising over Garfinkel's Delicatessen.	0.000593348
907	Amanda	Positive	-0.051282	AMANDA: So it is !	0.026234348
908	Amanda	Neutral	-0.051282	A little silver slipper of a moon.	0.026234348
909	Amanda	Neutral	-0.076923	Have you made a wish on it yet?	0.000593348
910	Tom	Neutral	-0.076923	TOM: Um-hum.	0.000593348
911	Amanda	Neutral	-0.076923	AMANDA: What did you wish for?	0.000593348
912	Tom	Neutral	-0.051282	TOM: That's a secret.	0.026234348
913	Amanda	Neutral	-0.025641	"AMANDA: A secret, huh?"	0.051875348
914	Amanda	Negative	-0.025641	"Well, I won't tell mine either."	0.051875348
915	Amanda	Positive	-0.026316	I will be just as mysterious as you.	0.051200348
916	Tom	Neutral	-0.052632	TOM: I bet I can guess what yours is.	0.024884348
917	Amanda	Negative	-0.052632	AMANDA: Is my head so transparent?	0.024884348
918	Tom	Neutral	-0.026316	TOM: You're not a sphinx.	0.051200348
919	Amanda	Neutral	-0.025641	"AMANDA: No, I don't have secrets."	0.051875348
920	Amanda	Positive	-0.025641	I'll tell you what I wished for on the moon.	0.051875348
921	Amanda	Positive	-0.025641	Success and happiness for my precious children!	0.051875348
922	Amanda	Negative	0	"I wish for that whenever there's a moon, and when there isn't a moon, I wish for it, too."	0.077516348
923	Tom	Positive	0.051282	TOM: I thought perhaps you wished for a gentleman caller.	0.128798348
924	Amanda	Neutral	0.051282	AMANDA: Why do you say that?	0.128798348
925	Tom	Negative	0.076923	TOM: Don't you remember asking me to fetch one?	0.154439348
926	Amanda	None	0.10256	AMANDA: I remember suggesting that it would be nice for your sister if you brought home some nice young	0.180076348
927	Amanda	Positive	0.10256	from the warehouse.	0.180076348
928	Amanda	Neutral	0.076923	I think that I've made that suggestion more than once.	0.154439348
929	Tom	Negative	0.051282	"TOM: Yes, you have made it repeatedly."	0.128798348
930	Amanda	Neutral	0.051282	AMANDA: Well?	0.128798348
931	Tom	Neutral	0.051282	TOM: We are going to have One.	0.128798348
932	Amanda	Neutral	0.025641	AMANDA: What?	0.103157348
933	Tom	Neutral	0.025641	TOM: A gentleman caller !	0.103157348
934		Neutral	0.025641	[THE ANNUNCIATION IS CELEBRATED WITH MUSIC.	0.103157348
935		None	0.076923	AMANDA rises	0.154439348
936		Negative	0.051282	IMAGE ON SCREEN: CALLER WITH BOUQUET.]	0.128798348
937	Amanda	Neutral	0.051282	AMANDA: You mean you have asked some nice young man to come over?	0.128798348
938	Tom	Neutral	0.076923	TOM: Yep.	0.154439348
939	Tom	Neutral	0.076923	I've asked him to dinner.	0.154439348
940	Amanda	Neutral	0.076923	AMANDA: You really did?	0.154439348
941	Tom	Neutral	0.051282	TOM: I did !	0.128798348
942	Amanda	Neutral	0.025641	"AMANDA: You did, and did he - accept?"	0.103157348
943	Tom	Positive	0.051282	TOM: He did !	0.128798348
944	Amanda	Neutral	0	"AMANDA: Well, Well ?"	0.077516348
945	Amanda	Positive	-0.025641	"Well, well !"	0.051875348
946	Amanda	Positive	-0.025641	That's -lovely !	0.051875348
947	Tom	Positive	0	TOM: I thought that you would be pleased.	0.077516348
948	Amanda	Neutral	0	"AMANDA: It's definite, then?"	0.077516348
949	Tom	Negative	0	TOM: Very definite.	0.077516348
950	Amanda	Neutral	0.05	AMANDA: Soon?	0.127516348
951	Tom	Neutral	0.025	TOM: Very soon.	0.102516348
952	Amanda	Negative	0.025	"AMANDA: For heaven's sake, stop putting on and tell me some things, will you?"	0.102516348
953	Tom	Neutral	0	TOM: What things do you want me to tell you?	0.077516348
954	Amanda	Neutral	0.025	AMANDA: Naturally I would like to know when he's coming!	0.102516348
955	Tom	Positive	0.05	TOM: He's coming tomorrow.	0.127516348
956	Amanda	Neutral	0.04878	AMANDA: Tomorrow?	0.126296348
957	Tom	Neutral	0.04878	TOM: Yep.	0.126296348
958	Tom	Neutral	0.02439	Tomorrow.	0.101906348
959	Amanda	Neutral	0	"AMANDA: But, Tom !"	0.077516348
960	Tom	Neutral	0	"TOM: Yes, Mother?"	0.077516348
961	Amanda	Neutral	0	AMANDA: Tomorrow gives me no time !	0.077516348
962	Tom	Neutral	0	TOM: Time for what?	0.077516348
963	Amanda	Neutral	0	AMANDA: Preparations!	0.077516348
964	Amanda	Negative	-0.04878	"Why didn't you phone me at once, as soon as you asked him, the minute that he accepted?"	0.028736348
965	Amanda	Negative	-0.04878	"Then, don't you see, I could have been getting ready!"	0.028736348
966	Tom	Negative	-0.097561	TOM: You don't have to make any fuss.	-0.020044652
967	Amanda	Positive	-0.097561	"AMANDA: Oh, Tom, Tom, Tom, of course I have to make a fuss!"	-0.020044652
968	Amanda	Positive	-0.14634	"I want things nice, not sloppy!"	-0.068823652
969	Amanda	Neutral	-0.14634	Not thrown together.	-0.068823652
970	Amanda	Positive	-0.12195	"I'll certainly have to do some fast thinking, won't I?"	-0.044433652
971	Tom	Negative	-0.14634	TOM: I don't see why you have to think at all.	-0.068823652
972	Amanda	Neutral	-0.17073	AMANDA: You just don't know.	-0.093213652
973	Amanda	Negative	-0.097561	We can't have a gentleman caller in a pigsty !	-0.020044652
974	Amanda	Positive	-0.073171	"All my wedding silver has to be polished, the monogrammed table linen ought to be laundered !"	0.004345348
975	Amanda	Positive	-0.04878	The windows have to be washed and fresh curtains put up.	0.028736348
976	Amanda	Neutral	-0.073171	And how about clothes?	0.004345348
977	Amanda	Negative	-0.073171	"We have to wear something, don't we?"	0.004345348
978	Tom	Negative	-0.073171	"TOM: Mother, this boy is no one to make a fuss over !"	0.004345348
979	Amanda	Negative	-0.04878	"AMANDA: Do you realize he's the first young man we've introduced to your sister?It's terrible, dreadful, disgraceful that poor little sister has never received a single gentleman caller !"	0.028736348
980	Amanda	Neutral	-0.02439	"Tom, come inside!"	0.053126348
981	Amanda	Neutral	-0.02439	[She opens the screen door.]	0.053126348
982	Tom	Neutral	0	TOM: What for?	0.077516348
983	Amanda	Neutral	0	AMANDA: I want to ask you some things.	0.077516348
984	Tom	Negative	0	"TOM: If you're going to make such a fuss, I'll call it off, I'll tell him not to come !"	0.077516348
985	Amanda	Neutral	0	AMANDA: You certainly won't do anything of the kind.	0.077516348
986	Amanda	Negative	0	Nothing offends people worse than broken engagements.	0.077516348
987	Amanda	Positive	0.02439	It simply means I'll have to work like a Turk !	0.101906348
988	Amanda	Negative	0	"We won't be brilliant, but we will pass inspection."	0.077516348
989	Amanda	Neutral	-0.02439	Come on inside.	0.053126348
990		Neutral	-0.02439	"[Tom follows, groaning.]"	0.053126348
991	Amanda	Negative	-0.02439	Sit down.	0.053126348
992	Tom	Negative	0	TOM: Any particular place you would like me to sit?	0.077516348
993	Amanda	Very Positive	-0.02439	AMANDA: Thank heavens I've got that new sofa !	0.053126348
994	Amanda	Positive	-0.02439	I'm also making payments on a floor lamp I'll have sent out !	0.053126348
995	Amanda	Positive	-0.04878	"And put the chintz covers on, they'll brighten things up !"	0.028736348
996	Amanda	Neutral	-0.073171	Of course I'd hoped to have these walls re-papered.	0.004345348
997	Amanda	Neutral	-0.073171	... What is the young man's name?	0.004345348
998	Tom	Neutral	-0.073171	TOM: His name is O'Connor.	0.004345348
999	Amanda	Positive	-0.04878	"AMANDA: That, of course, means fish- tomorrow is Friday !"	0.028736348
1000	Amanda	Positive	-0.02439	I'll have that salmon loaf - with Durkee's dressing !	0.053126348
1001	Amanda	Neutral	0	What does he do?	0.077516348
1002	Amanda	Positive	-0.02439	He works at the warehouse?	0.053126348
1003	Tom	Neutral	-0.02439	TOM: Of course !	0.053126348
1004	Tom	Neutral	-0.02439	How else would -.	0.053126348
1005	Amanda	Negative	0	"AMANDA: Tom, he - doesn't drink?"	0.077516348
1006	Tom	Negative	0	TOM: Why do you ask me that?	0.077516348
1007	Amanda	Neutral	0	AMANDA: Your father did!	0.077516348
1008	Tom	Neutral	-0.04878	TOM: Don't get started on that !	0.028736348
1009	Amanda	Neutral	-0.02439	"AMANDA: He does drink, then?"	0.053126348
1010	Tom	Neutral	-0.02439	TOM: Not that I know of !	0.053126348
1011	Amanda	Positive	-0.02439	"AMANDA: Make sure, be certain !"	0.053126348
1012	Amanda	Neutral	0	The last thing I want for my daughter's a boy who drinks !	0.077516348
1013	Tom	Negative	0.04878	TOM: Aren't you being a little bit premature?	0.126296348
1014	Tom	Negative	0.02439	Mr O'Connor has not yet appeared on the scene !	0.101906348
1015	Amanda	Neutral	0	AMANDA: But will tomorrow.	0.077516348
1016	Amanda	Neutral	-0.025641	"To meet your sister, and what do I know about his character?"	0.051875348
1017	Amanda	Neutral	-0.051282	Nothing !	0.026234348
1018	Amanda	Negative	-0.076923	Old maids are better off than wives of drunkards !	0.000593348
1019	Tom	Neutral	-0.10256	"TOM: Oh, my God !"	-0.025043652
1020	Amanda	Neutral	-0.12821	AMANDA: Be still !	-0.050693652
1021	Tom	Positive	-0.12821	TOM [leaning forward to whisper]: Lots of fellows meet girls whom they don't marry !	-0.050693652
1022	Amanda	Negative	-0.12821	"AMANDA: Oh, talk sensibly, Tom - and don't be sarcastic !"	-0.050693652
1023		Neutral	-0.17949	[She has gotten a hairbrush.]	-0.101973652
1024	Tom	Neutral	-0.15385	TOM: What are you doing?	-0.076333652
1025	Amanda	Neutral	-0.17949	AMANDA: I'm brushing that cow-lick down !	-0.101973652
1026	Amanda	Neutral	-0.15385	What is this young man's position at the warehouse?	-0.076333652
1027	Tom	Negative	-0.12821	"TOM [submitting grimly to the brush and the interrogation]: This young man's position is that of a shipping clerk, Mother."	-0.050693652
1028	Amanda	Negative	-0.12821	"AMANDA: Sounds to me like a fairly responsible job, the sort of a job you would be in if you just had more get-up."	-0.050693652
1029	Amanda	Neutral	-0.12821	What is his salary?	-0.050693652
1030	Amanda	Neutral	-0.12821	Have you any idea?	-0.050693652
1031	Tom	Neutral	-0.15385	TOM: I would judge it to be approximately eighty-five dollars a month.	-0.076333652
1032	Amanda	Neutral	-0.20513	"AMANDA: Well - not princely, but."	-0.127613652
1033	Tom	Positive	-0.23077	TOM: Twenty more than I make.	-0.153253652
1034	Amanda	Positive	-0.23077	"AMANDA: Yes, how well I know!"	-0.153253652
1035	Amanda	None	-0.23077	"But for a family man, eighty-five dollars a month is not much more than you can just get by on. . . ."	-0.153253652
1036		None	-0.23077	 	-0.153253652
1037	Tom	Negative	-0.20513	TOM: Yes.	-0.127613652
1038	Tom	Negative	-0.20513	but Mr O'Connor is not a family man.	-0.127613652
1039	Amanda	Negative	-0.20513	"AMANDA: He might be, mightn't he?"	-0.127613652
1040	Amanda	Neutral	-0.20513	Some time in the future ?	-0.127613652
1041	Tom	Positive	-0.20513	TOM: I see.	-0.127613652
1042	Tom	Neutral	-0.25641	Plans and provisions.	-0.178893652
1043	Amanda	Negative	-0.25641	"AMANDA: You are the only young man that I know of who ignores the fact that the future becomes the present, the present the past, and the past turns into everlasting regret if you don't plan for it!"	-0.178893652
1044	Tom	Positive	-0.25641	TOM: I will think that over and see what I can make of it.	-0.178893652
1045	Amanda	Negative	-0.25641	AMANDA: Don't be supercilious with your mother !	-0.178893652
1046	Amanda	Neutral	-0.25641	Tell me some more about this - what do you call him?	-0.178893652
1047	Tom	Neutral	-0.25641	TOM: James D. O'Connor.	-0.178893652
1048	Tom	Neutral	-0.25641	The D. is for Delaney.	-0.178893652
1049	Amanda	Neutral	-0.25641	AMANDA: Irish on both sides!	-0.178893652
1050	Amanda	Neutral	-0.23077	Gracious!	-0.153253652
1051	Amanda	Negative	-0.23077	And doesn't drink?	-0.153253652
1052	Tom	Negative	-0.23077	TOM: Shall I call him up and ask him right this minute?	-0.153253652
1053	Amanda	Negative	-0.23077	AMANDA: The only way to find out about those things is to make discreet inquiries at the proper moment.	-0.153253652
1054	Amanda	Negative	-0.25641	"When I was a girl in Blue Mountain and it was suspected that a young man drank, the girl whose attentions he had been receiving, if any girl was, would sometimes speak to the minister of his church, or rather her father would if her father was living, and sort of feel him out on the young man's character."	-0.178893652
1055	Amanda	Negative	-0.28205	That is the way such things are discreetly handled to keep a young woman from making a tragic mistake !	-0.204533652
1056	Tom	Neutral	-0.275	TOM: Then how did you happen to make a tragic mistake !	-0.197483652
1057	Amanda	Positive	-0.26829	AMANDA: That innocent look of your father's had everyone fooled !	-0.190773652
1058	Amanda	Neutral	-0.2439	He smiled - the world was enchanted !	-0.166383652
1059	Amanda	Negative	-0.19512	No girl can do worse than put herself at the mercy of a handsome appearance !	-0.117603652
1060	Amanda	Neutral	-0.14634	I hope that Mr O'Connor is not too good-looking.	-0.068823652
1061	Tom	Neutral	-0.14634	"TOM: No, he's not too good-looking."	-0.068823652
1062	Tom	Negative	-0.17073	He's covered with freckles and hasn't too much of a now.	-0.093213652
