index	speaker	text	sentiment	sentiment val	movingave(5eachside)	movingave (10 sentence)	movingave
11186	None	The same place as before.	  Neutral	0	-0.090909	-0.28571	-0.030687341
11187	None	 The mountains in Kochi?	  Neutral	0	-0.090909	-0.19048	0.064542659
11188	Oshima	 Oshima nods.	  Neutral	0	-0.090909	-0.14286	0.112162659
11189	None	Right.	  Neutral	0	-0.090909	-0.095238	0.159784659
11190	None	Another long drive.	  Neutral	0	-0.18182	-0.047619	0.207403659
11191	None	 He flips on the stereo.	  Neutral	0	-0.27273	-0.047619	0.207403659
11192	None	It's a cheerful Mozart orchestral piece I've heard before.	  Negative	-1	-0.18182	0	0.255022659
11193	None	"The ""Posthorn Serenade,"" maybe?"	  Neutral	0	-0.18182	0	0.255022659
11194	None	Are you tired of the mountains?	  Neutral	0	-0.090909	0	0.255022659
11195	None	" No, I like it there."	  Negative	-1	0	0	0.255022659
11196	None	"It's quiet, and I can get a lot of reading done."	  Negative	-1	0	-0.047619	0.207403659
11197	Oshima	" Good,"" Oshima says."	  Positive	1	0	-0.047619	0.207403659
11198	None	So what was the problem you mentioned?	  Neutral	0	0.090909	-0.047619	0.207403659
11199	Oshima	" Oshima shoots a sullen look at the rearview mirror, glances over at me, then faces forward again."	  Positive	1	0.090909	-0.095238	0.159784659
11200	None	"First of all, the police got back in touch with me."	  Positive	1	0.090909	-0.095238	0.159784659
11201	None	Phoned my place last night.	  Neutral	0	0.090909	-0.095238	0.159784659
11202	None	Sounds like they're getting serious about tracking you down.	  Neutral	0	0.18182	-0.095238	0.159784659
11203	None	They seemed pretty intense about the whole thing.	  Neutral	0	0.090909	-0.047619	0.207403659
11204	None	" But I have an alibi, don't I?"	  Neutral	0	0	-0.047619	0.207403659
11205	None	" Yes, you do."	  Neutral	0	-0.090909	-0.047619	0.207403659
11206	None	A solid alibi.	  Negative	-1	-0.18182	0	0.255022659
11207	None	The day the murder took place you were in Shikoku.	  Neutral	0	-0.18182	0	0.255022659
11208	None	They don't doubt that.	  Neutral	0	-0.18182	-0.047619	0.207403659
11209	None	What they're thinking is you might've conspired with somebody else.	  Negative	-1	-0.18182	-0.047619	0.207403659
11210	None	 Conspired?	  Neutral	0	-0.18182	-0.095238	0.159784659
11211	None	 You might have had an accomplice.	  Neutral	0	-0.18182	-0.14286	0.112162659
11212	None	 Accomplice?	  Neutral	0	-0.18182	-0.14286	0.112162659
11213	None	I shake my head.	  Neutral	0	-0.18182	-0.19048	0.064542659
11214	None	Where'd they get that idea?	  Neutral	0	-0.18182	-0.2381	0.016922659
11215	None	 They're pretty tight-lipped about it.	  Neutral	0	-0.090909	-0.2381	0.016922659
11216	None	"They're pushy about asking questions, but get all low key when you try turning the tables on them."	  Neutral	0	-0.090909	-0.2381	0.016922659
11217	None	"So I spent the whole night online, downloading information about the case."	  Negative	-1	-0.090909	-0.19048	0.064542659
11218	None	Did you know there're a couple of websites up already about it?	  Neutral	0	-0.18182	-0.2381	0.016922659
11219	None	You're pretty famous.	  Neutral	0	-0.27273	-0.2381	0.016922659
11220	None	The wandering prince who holds the key to the puzzle.	  Neutral	0	-0.27273	-0.19048	0.064542659
11221	None	 I give a small shrug.	  Neutral	0	-0.27273	-0.19048	0.064542659
11222	None	The wandering prince?	  Neutral	0	-0.27273	-0.2381	0.016922659
11223	None	"With online information it's hard to separate fact from wishful thinking, but you could summarize it like this: The police are now after a guy in his late sixties."	  Negative	-1	-0.27273	-0.28571	-0.030687341
11224	None	The night of the murder he showed up at a police box near the Nogata shopping district and confessed to just having murdered somebody in the neighborhood.	  Negative	-1	-0.27273	-0.28571	-0.030687341
11225	None	Said he stabbed him.	  Neutral	0	-0.27273	-0.33333	-0.078307341
11226	None	"But he spouted out all kinds of nonsense, so the young cop on the beat tagged him as crazy and sent him on his way without getting the whole story."	  Neutral	0	-0.27273	-0.33333	-0.078307341
11227	None	"Of course when the murder came to light, the policeman knew he'd blown it."	  Neutral	0	-0.36364	-0.33333	-0.078307341
11228	None	"He hadn't taken down the old man's name or address, and if his superiors heard about it there'd be hell to pay, so he kept quiet about it."	  Negative	-1	-0.45455	-0.28571	-0.030687341
11229	None	But something happened--I have no idea what--and the whole thing came to light.	  Neutral	0	-0.36364	-0.28571	-0.030687341
11230	None	"The cop was disciplined, of course."	  Neutral	0	-0.36364	-0.28571	-0.030687341
11231	None	Poor guy'll probably never live it down.	  Neutral	0	-0.36364	-0.28571	-0.030687341
11232	Oshima	" Oshima downshifts to pass a white Toyota Tercel, then nimbly slips back into the lane."	  Negative	-1	-0.36364	-0.33333	-0.078307341
11233	None	The police went all out and were able to identify the old man.	  Negative	-1	-0.36364	-0.38095	-0.125927341
11234	None	"They don't know his background, but he appears to be mentally impaired."	  Neutral	0	-0.27273	-0.33333	-0.078307341
11235	None	"Not retarded, just a teeny bit off."	  Negative	-1	-0.27273	-0.33333	-0.078307341
11236	None	He lives by himself on welfare and some support from relatives.	  Neutral	0	-0.27273	-0.38095	-0.125927341
11237	None	But he's disappeared from his apartment.	  Neutral	0	-0.36364	-0.33333	-0.078307341
11238	None	"The police traced his movements and think he was hitchhiking, heading for Shikoku."	  Neutral	0	-0.36364	-0.38095	-0.125927341
11239	None	An intercity bus driver thinks he might've ridden his bus out of Kobe.	  Neutral	0	-0.27273	-0.33333	-0.078307341
11240	None	He remembered him because he had an unusual way of talking and said some weird things.	  Neutral	0	-0.36364	-0.33333	-0.078307341
11241	None	Apparently he was with some young guy in his mid-twenties.	  Neutral	0	-0.36364	-0.33333	-0.078307341
11242	None	The two of them got out at Tokushima Station.	  Negative	-1	-0.27273	-0.33333	-0.078307341
11243	None	"They've located the inn where they stayed, and according to a housekeeper, they took a train to Takamatsu."	  Negative	-1	-0.36364	-0.33333	-0.078307341
11244	None	The old man's movements and yours overlap exactly.	  Neutral	0	-0.36364	-0.33333	-0.078307341
11245	None	Both of you left Nogata in Nakano Ward and headed straight for Takamatsu.	  Negative	-1	-0.36364	-0.33333	-0.078307341
11246	None	"A little too much of a coincidence, so naturally the police are reading something into it--thinking that the two of you planned the whole thing together."	  Negative	-1	-0.36364	-0.28571	-0.030687341
11247	None	"The National Police Agency's even getting in the act, and now they're scouring the city."	  Positive	1	-0.36364	-0.28571	-0.030687341
11248	None	"We might not be able to hide you at the library anymore, so I decided you'd better lie low in the mountains."	  Negative	-1	-0.36364	-0.28571	-0.030687341
11249	None	 A mentally impaired old man from Nakano?	  Neutral	0	-0.36364	-0.28571	-0.030687341
11250	None	 Ring any bells?	  Neutral	0	-0.36364	-0.2381	0.016922659
11251	None	 I shake my head.	  Neutral	0	-0.27273	-0.2381	0.016922659
11252	None	None.	  Neutral	0	-0.18182	-0.2381	0.016922659
11253	None	 His address isn't far from your house.	  Negative	-1	-0.27273	-0.14286	0.112162659
11254	None	"A fifteen-minute walk, apparently."	  Negative	-1	-0.18182	-0.095238	0.159784659
11255	None	 But tons of people live in Nakano.	  Neutral	0	-0.090909	-0.095238	0.159784659
11256	None	I don't even know who lives next door.	  Neutral	0	-0.090909	-0.095238	0.159784659
11257	Oshima	" There's more,"" Oshima says, and glances at me."	  Neutral	0	-0.090909	-0.047619	0.207403659
11258	None	He's the one who made all those mackerel and sardines rain down from the sky in the Nogata shopping district.	  Neutral	0	0	-0.095238	0.159784659
11259	None	At least he predicted to the police that lots of fish would fall from the sky the day before it happened.	  Neutral	0	0.090909	-0.095238	0.159784659
11260	None	" That's amazing,"" I say."	  Positive	1	0.18182	-0.095238	0.159784659
11261	None	Isn't it?	  Neutral	0	0.090909	-0.095238	0.159784659
11262	Oshima	 Oshima says.	  Neutral	0	0.090909	-0.14286	0.112162659
11263	None	"And the same day, in the evening, a huge amount of leeches rained down on the Fujigawa rest stop on the Tomei Highway."	  Positive	1	0.090909	-0.19048	0.064542659
11264	None	Remember?	  Neutral	0	0	-0.14286	0.112162659
11265	None	" Yeah, I do."	  Neutral	0	0	-0.14286	0.112162659
11266	None	" None of this slipped past the police, of course."	  Negative	-1	-0.090909	-0.095238	0.159784659
11267	None	They're guessing there's got to be some connection between these events and this mystery man they're after.	  Neutral	0	-0.18182	-0.095238	0.159784659
11268	None	His movements parallel everything so closely.	  Neutral	0	-0.27273	-0.095238	0.159784659
11269	None	" The Mozart piece ends, and another begins."	  Negative	-1	-0.36364	-0.14286	0.112162659
11270	Oshima	"Hands on the steering wheel, Oshima shakes his head a couple of times."	  Neutral	0	-0.45455	-0.14286	0.112162659
11271	None	A really strange turn of events.	  Neutral	0	-0.36364	-0.19048	0.064542659
11272	None	It started out weird and is getting even weirder as it goes along.	  Negative	-1	-0.27273	-0.19048	0.064542659
11273	None	Impossible to predict what'll happen next.	  Negative	-1	-0.27273	-0.19048	0.064542659
11274	None	"One thing's for sure, though."	  Neutral	0	-0.36364	-0.2381	0.016922659
11275	None	Everything seems to be converging right here.	  Negative	-1	-0.27273	-0.19048	0.064542659
11276	None	The old man's path and yours are bound to cross.	  Positive	1	-0.27273	-0.2381	0.016922659
11277	None	 I close my eyes and listen to the roar of the engine.	  Neutral	0	-0.27273	-0.19048	0.064542659
11278	None	"Maybe I should go to some other town, I tell him."	  Neutral	0	-0.18182	-0.19048	0.064542659
11279	Miss Saeki	"Apart from anything else, I don't want to cause you or Miss Saeki any more trouble."	  Negative	-1	-0.090909	-0.14286	0.112162659
11280	None	 But where would you go?	  Neutral	0	0	-0.095238	0.159784659
11281	None	 I don't know.	  Neutral	0	0	-0.14286	0.112162659
11282	None	But I can figure it out if you take me to the station.	  Neutral	0	-0.090909	-0.19048	0.064542659
11283	None	It doesn't really matter.	  Neutral	0	-0.090909	-0.14286	0.112162659
11284	Oshima	 Oshima sighs.	  Neutral	0	0	-0.095238	0.159784659
11285	None	I don't think that's such a smart idea.	  Positive	1	0.090909	-0.14286	0.112162659
11286	None	"The station has to be crawling with cops, all on the lookout for a cool, tall, fifteen-year-old boy lugging a backpack and a bunch of obsessions."	  Negative	-1	0	-0.095238	0.159784659
11287	None	 So why not take me to a station far away that they're not staking out?	  Neutral	0	-0.090909	-0.14286	0.112162659
11288	None	 It's all the same.	  Neutral	0	-0.090909	-0.14286	0.112162659
11289	None	In the end they'll find you.	  Positive	1	-0.090909	-0.14286	0.112162659
11290	None	 I don't say anything.	  Neutral	0	-0.18182	-0.14286	0.112162659
11291	None	"Look, they haven't issued a warrant for your arrest."	  Negative	-1	-0.27273	-0.14286	0.112162659
11292	None	"You're not on the mostwanted list or anything, okay?"	  Negative	-1	-0.18182	-0.14286	0.112162659
11293	None	 I nod.	  Neutral	0	-0.18182	-0.14286	0.112162659
11294	None	Which means you're still free.	  Neutral	0	-0.18182	-0.14286	0.112162659
11295	None	So I don't need anybody's permission to take you anywhere I want.	  Negative	-1	-0.36364	-0.19048	0.064542659
11296	None	I'm not breaking the law.	  Neutral	0	-0.36364	-0.2381	0.016922659
11297	Kafka Tamura	"I mean, I don't even know your real first name, Kafka."	  Neutral	0	-0.27273	-0.2381	0.016922659
11298	None	So don't worry about me.	  Neutral	0	-0.18182	-0.2381	0.016922659
11299	None	I'm a very cautious person.	  Neutral	0	-0.18182	-0.28571	-0.030687341
11300	None	Nobody's going to nab me so easily.	  Negative	-1	-0.27273	-0.33333	-0.078307341
11301	Oshima	 Oshima?	  Neutral	0	-0.18182	-0.33333	-0.078307341
11302	None	 I say.	  Neutral	0	-0.27273	-0.28571	-0.030687341
11303	None	Yes?	  Neutral	0	-0.27273	-0.28571	-0.030687341
11304	None	 I didn't plan anything with anybody.	  Neutral	0	-0.36364	-0.2381	0.016922659
11305	None	"If I had to kill my father, I wouldn't ask anybody to do it."	  Negative	-1	-0.36364	-0.28571	-0.030687341
11306	None	 I know.	  Neutral	0	-0.27273	-0.2381	0.016922659
11307	None	" He stops at a red light and checks the rearview mirror, then pops a lemon drop into his mouth and offers me one."	  Negative	-1	-0.27273	-0.2381	0.016922659
11308	None	I slip it in my mouth.	  Neutral	0	-0.36364	-0.2381	0.016922659
11309	None	What comes after that?	  Negative	-1	-0.27273	-0.19048	0.064542659
11310	None	 What do you mean?	  Neutral	0	-0.36364	-0.19048	0.064542659
11311	Oshima	 Oshima asks.	  Neutral	0	-0.27273	-0.14286	0.112162659
11312	None	You said first of all.	  Neutral	0	-0.27273	-0.19048	0.064542659
11313	None	About why I have to go hide in the hills.	  Negative	-1	-0.18182	-0.19048	0.064542659
11314	None	"If there's a first reason, there's got to be a second."	  Positive	1	-0.090909	-0.14286	0.112162659
11315	Oshima	" Oshima stares at the red light, but it doesn't change."	  Negative	-1	0	-0.14286	0.112162659
11316	None	"Compared to the first, the second isn't very important."	  Neutral	0	0	-0.14286	0.112162659
11317	None	 I still want to hear it.	  Neutral	0	-0.090909	-0.14286	0.112162659
11318	Miss Saeki	" It's about Miss Saeki,"" he says."	  Neutral	0	-0.090909	-0.14286	0.112162659
11319	None	The light finally turns green and he steps on the gas.	  Positive	1	0.090909	-0.14286	0.112162659
11320	None	"You're sleeping with her, right?"	  Neutral	0	0	-0.14286	0.112162659
11321	None	 I don't know how to answer that.	  Neutral	0	0	-0.14286	0.112162659
11322	None	"Don't worry, I'm not blaming you or anything."	  Negative	-1	0	-0.14286	0.112162659
11323	None	"I just have a sense for these things, that's all."	  Neutral	0	-0.090909	-0.14286	0.112162659
11324	None	"She's a wonderful person, a very attractive lady."	  Positive	1	-0.090909	-0.14286	0.112162659
11325	None	"She's--special, in all sorts of ways."	  Neutral	0	-0.27273	-0.19048	0.064542659
11326	None	"She's a lot older than you, sure, but so what?"	  Negative	-1	-0.27273	-0.14286	0.112162659
11327	None	I understand your attraction to her.	  Neutral	0	-0.27273	-0.19048	0.064542659
11328	None	"You want to have sex with her, so why not?"	  Negative	-1	-0.18182	-0.19048	0.064542659
11329	None	She wants to have sex with you?	  Neutral	0	-0.27273	-0.2381	0.016922659
11330	None	More power to her.	  Negative	-1	-0.36364	-0.28571	-0.030687341
11331	None	It doesn't bother me.	  Neutral	0	-0.36364	-0.28571	-0.030687341
11332	None	"If you guys are okay with that, it's fine by me."	  Neutral	0	-0.36364	-0.28571	-0.030687341
11333	Oshima	 Oshima rolls the lemon drop around in his mouth.	  Neutral	0	-0.36364	-0.28571	-0.030687341
